src_office_id,dst_office_id,volume
13509,18448,291
15891,19273,13
18827,15008,108
10916,11181,1
13555,16117,1
16325,14736,1
10916,15948,184
16108,12652,128
19500,15008,300
13417,19147,300
13509,15948,278
16117,19971,76
11147,15601,300
12940,13563,113
10796,12205,1
14358,12205,300
18441,19147,1
18542,15948,1
11112,19430,1
11209,18941,1
10705,13694,1
12205,19333,300
11112,11147,1
12652,15651,1
11209,15651,136
19300,14278,300
15008,16887,300
16236,13582,1
10916,11209,176
12940,17781,1
15601,12205,1
19300,10705,1
19846,16236,300
11209,17752,1
16325,12216,300
16683,18827,1
12205,13417,300
15008,15601,300
19300,10177,160
18441,18827,300
19915,19134,1
18799,12652,300
13694,10301,1
12652,14053,1
18441,10705,1
12652,11189,1
19300,12562,1
14519,11022,300
12205,15183,300
16236,11189,1
11112,11466,180
18812,18411,1
12652,19915,1
10044,19971,300
11200,18542,161
12940,13170,300
12352,12216,1
16236,13460,148
18542,19502,1
13509,12369,300
18542,19147,1
13417,16855,300
12868,16855,1
17282,17464,1
15483,11163,72
16325,19134,1
16117,14358,179
15008,19915,300
11200,19147,300
18542,11163,300
16855,13165,300
17282,15848,262
15008,14519,1
18542,17464,67
15008,15724,254
13165,16855,300
10916,11200,1
10916,13917,210
10375,12352,1
13417,15724,10
18812,13100,1
13665,12868,96
10044,17522,1
13509,19273,1
15483,13165,300
18441,18219,9
13694,13563,1
10705,10985,184
18441,15848,1
15891,14278,1
14234,18448,1
15008,15241,1
19300,16339,300
11147,15651,1
12868,10901,1
12940,18812,51
15185,11209,1
11200,10985,300
15008,10963,300
13454,11209,1
11112,16855,119
11200,13454,1
15008,12352,1
18812,19502,300
11147,12633,300
10748,19971,1
10568,16855,1
11112,18799,290
15008,14278,163
19915,12355,300
10568,18812,300
17282,18448,1
12868,17738,1
11209,14278,300
15891,17738,1
19300,16683,300
10916,10326,1
15483,13582,195
13636,15601,136
13694,16855,295
15008,19134,300
17282,15948,82
13417,17522,1
14519,17752,118
12652,17223,8
16236,10269,221
16325,16855,300
14519,15483,1
18827,18941,1
11209,12352,104
14736,12868,44
17282,10316,189
12205,17752,300
14358,14519,1
12205,13563,300
18827,10301,1
18827,13417,300
12616,11561,260
13636,10657,1
13555,17504,1
14053,18219,1
13555,15601,300
16325,13460,1
15008,12270,1
15077,13417,1
12652,19239,159
13582,12205,300
17522,15848,1
13417,17752,1
12652,17781,1
18219,12868,300
13636,18812,1
10748,17522,300
15891,13563,247
17282,10985,71
16236,11466,1
15891,13454,1
12352,15264,1
13636,19239,141
12205,14278,1
17282,18799,1
16325,13170,300
19300,10657,24
11466,11561,1
15008,13073,175
13694,11209,242
12652,12746,300
11209,18799,1
18441,12868,1
18542,16117,1
10705,18941,9
15483,10044,300
13694,10867,1
13636,12216,1
10748,11853,300
13417,13665,300
10916,10963,173
10568,14425,104
10044,13665,256
10568,17781,1
18827,11181,300
10748,18448,83
10568,14053,300
12352,15724,271
18827,13460,1
10916,18799,1
17282,15270,300
11147,10796,300
11209,11163,1
14234,12973,300
17282,11466,300
10748,15948,292
14234,12205,130
12352,11022,1
15241,15008,124
13555,11163,1
12216,18799,235
18441,13237,1
16117,15270,193
15483,18411,1
18827,10177,26
18799,12868,157
13417,12352,201
10748,19502,300
18441,17738,300
11147,10901,18
14257,12652,300
11200,11261,1
17516,16236,182
13509,13454,300
15891,13073,300
10901,11147,1
15948,13417,268
16325,14053,42
12352,16028,1
10705,18219,300
10748,15183,1
16117,17522,1
15891,10177,1
15008,13563,300
10916,14358,49
18827,16108,171
18827,15378,300
15483,19430,300
10044,14519,122
13555,12868,300
10748,17738,1
18812,13582,1
11147,18411,1
15483,18827,1
10748,13237,1
11200,14278,300
12205,14234,300
18441,18542,1
13694,18941,27
18542,17223,120
13555,11209,1
14519,13165,138
16855,13555,1
15483,11853,1
10963,18827,1
18542,11466,224
12205,13165,300
15483,12270,300
18812,10748,1
11200,16117,300
14234,13165,1
16325,13100,270
18827,13237,300
19915,10955,1
11147,19915,180
10705,12352,300
18812,19143,72
13694,18219,1
13165,15008,1
10916,12868,243
16325,10568,208
16117,18448,1
11112,11200,1
14278,12868,1
16855,10963,1
13582,13417,1
10916,10316,300
19300,19502,1
10705,15724,1
17516,12205,259
16683,16236,300
15008,12868,1
17282,14234,35
12940,18941,92
15891,16108,294
12940,15724,1
11200,18219,296
12973,14234,300
13417,11181,213
12746,14519,28
15008,13165,1
13417,15378,300
17282,12352,300
15891,16117,1
18441,11209,1
18542,14736,1
15008,16117,1
12205,13073,286
12746,16236,1
16855,12633,1
11209,12216,1
12352,17464,42
16236,13100,300
12205,18448,1
18812,18799,300
18827,11561,300
13694,19502,300
11147,13694,300
15008,12746,1
18827,16887,1
13417,10985,300
19300,15848,1
18448,10916,300
12352,19971,1
10916,18411,1
11209,10301,1
18441,13694,1
16325,15601,261
18827,19430,1
12652,12633,300
10916,15891,1
15483,10177,300
11181,14519,1
14234,12633,1
18441,15241,236
11147,10955,300
13165,12652,1
12940,19147,1
12205,15891,252
12205,18411,1
11022,14519,143
16236,17223,182
16117,12562,300
18827,19500,1
11147,17738,1
13417,18542,283
18812,13917,35
10568,12652,244
19915,15264,33
19300,12352,300
12868,18542,1
18542,15891,198
10568,15241,1
16117,11561,300
16117,16855,153
11147,15948,77
13694,10269,300
11147,11853,255
10044,17282,1
13417,14736,1
16236,18799,196
19915,12940,300
11147,19134,300
11147,15891,1
11147,13170,1
10916,19500,300
15891,18219,34
13417,17282,211
10748,10301,1
11200,11147,1
11261,13417,263
12616,16236,232
15483,10748,300
19143,12652,1
16236,12352,1
18441,13454,242
18799,12205,1
16325,11022,1
13636,15378,1
16117,19430,261
17282,17522,300
18941,13417,1
10705,10963,300
12205,17738,1
15008,16683,300
19785,11209,1
16325,14278,1
16117,10705,300
19915,13582,300
16325,11261,300
16117,18827,145
11200,14053,300
12940,16339,1
10705,16339,300
12369,12352,47
13636,13073,300
13694,18812,74
12352,13237,297
13237,17282,205
13636,15185,300
11112,17752,300
11112,13088,1
18812,11455,300
17282,13665,33
12940,10269,161
11209,16117,152
13555,13073,300
16236,10568,54
12868,15483,300
11112,19143,1
11200,18799,184
11200,11181,1
12352,16855,300
11209,10269,300
12616,19143,1
16325,16887,300
12352,13100,300
18542,17781,300
16117,18110,221
11200,19502,300
18812,11147,1
19500,14519,102
15891,12355,71
12868,12633,300
11200,17781,300
13555,10316,1
12652,16683,300
15891,18812,1
19915,19273,1
13509,15483,1
10748,18799,281
15241,12868,300
11209,18542,300
17282,19147,32
10044,13917,1
13509,11209,1
13417,18448,192
15651,15848,300
16236,13237,1
19915,11561,1
12205,19134,1
15848,10963,300
13417,15948,1
13694,18799,27
11455,11209,1
14519,19147,300
19915,10867,300
14278,17738,16
13417,16339,139
16325,14234,300
13694,14053,1
13665,13417,256
15008,13694,1
18812,15264,1
13694,10326,1
14425,14234,55
12652,12352,1
12652,15948,1
10748,15848,199
12205,18941,1
12652,12369,300
13509,19915,300
18812,15483,264
19300,12633,300
12352,18411,300
12205,10867,1
13694,10748,57
12352,14234,1
12746,18812,1
10748,10705,1
18219,15891,300
13694,19430,300
14519,13694,300
12940,10301,1
17752,14358,33
13417,12652,1
10705,18110,32
13694,18827,1
15008,16028,1
16325,13165,139
10705,19147,1
11147,11200,1
18827,15270,172
18542,15241,300
10705,12940,191
13563,18827,108
16236,19134,300
16325,15008,1
17282,19915,1
11200,11455,300
12205,10901,1
12940,11189,195
13694,15948,300
17789,19300,300
16236,10177,233
10705,13665,300
11209,19143,1
11147,14234,1
11112,15264,1
12652,11147,300
10748,19500,1
10748,12746,300
11147,11022,1
16117,19846,1
11209,13454,300
11112,13170,1
12940,12355,300
13555,11261,300
10867,15008,1
11112,18542,300
14060,16236,300
12352,10796,1
11209,15185,41
16236,17738,61
10748,12216,237
10316,13417,300
19915,13694,300
18441,11261,1
12205,11466,300
17010,14234,1
15483,10301,1
10916,18941,44
11112,12868,300
12216,12205,1
10916,19239,1
15891,18827,1
11147,17282,155
16117,11261,1
10916,10796,16
13165,12868,166
11112,11022,300
13636,18941,203
16117,18799,34
14234,10963,276
17282,18219,300
10705,12652,1
12616,16855,1
11112,14234,74
16236,13563,215
10301,15008,113
13694,16028,1
19300,11200,300
18542,10748,86
15008,13088,300
16325,10748,1
18542,13165,43
14257,12633,1
13694,10657,277
15891,15008,162
11209,19846,1
18542,13073,300
10748,19147,1
10916,12746,300
10748,15601,72
12652,14358,177
10044,19134,173
13555,19846,1
18441,11189,1
10916,17781,1
12940,13582,183
12652,10301,300
11209,13665,300
13417,18110,100
13694,16108,1
11209,15948,300
16117,12355,300
15483,11181,300
12868,16683,1
11200,19500,55
16117,10316,1
19915,10326,27
19300,19134,236
15483,17781,1
18812,18448,1
19300,16028,300
11200,16236,300
10705,19500,20
15891,19143,300
14257,14519,1
16236,18411,300
19134,15848,188
16236,10901,300
18812,17522,45
12352,19300,300
16117,12270,1
15483,11261,1
12205,10796,1
16236,10044,300
12652,15483,1
14234,16028,178
16236,16028,1
13460,19333,58
11209,10963,1
13417,10705,300
10044,10177,300
16117,11022,1
16236,16855,300
15483,11147,1
12868,17522,1
15891,13088,152
10963,12205,1
19915,11455,1
16325,11181,300
18411,12205,1
19915,10301,300
19300,10901,1
12652,11455,121
18542,13582,215
11147,15724,300
17282,11189,300
10748,19785,1
19300,19239,1
14234,19846,1
15686,18827,300
14234,15008,1
18812,19147,300
15891,19846,154
15948,11209,69
18448,12633,300
12205,12270,300
18441,12355,199
10748,11163,1
12652,10316,287
11189,10375,300
10748,11189,300
11209,12633,1
18542,18411,208
16117,13073,4
13555,18827,1
13636,11209,220
16325,10705,227
11209,15483,1
16325,19300,300
18799,18827,1
19333,12652,300
12940,11209,1
18441,10867,300
10916,12940,50
13555,11466,1
12940,13665,300
10705,19333,122
12205,13170,1
18542,12940,1
13694,11189,300
12940,17522,146
15077,16855,1
18441,12216,7
10916,19143,1
15891,15270,220
11200,18941,101
15483,10316,1
16117,14278,1
14519,15891,1
18812,10269,1
15891,19502,205
12205,10269,237
13636,16117,300
10705,19143,1
10916,10901,28
12940,10326,160
15008,13237,270
18812,11853,300
14257,10916,8
19300,10955,300
18441,16683,300
13170,13417,300
15008,11209,1
13555,19971,300
15686,17752,1
12868,14704,1
18542,19300,1
13694,17223,1
15483,17738,300
12940,19430,300
11200,13088,300
18812,11561,300
12868,12355,282
19300,11189,286
14234,16339,300
17282,19239,300
15008,17752,300
13417,13165,68
10044,13165,1
16325,17504,1
18441,11200,1
15686,16339,300
12205,13582,300
15378,18827,300
12940,10044,1
17282,17781,1
11147,19333,279
12352,15008,300
11147,18941,300
12205,14358,300
19915,15378,300
15483,19300,300
12352,11181,56
15183,14519,1
12205,13665,300
18812,13088,1
11200,13237,1
19300,15241,300
13694,13073,1
12652,12270,300
10916,11261,221
19915,14736,300
11209,10901,1
13417,14053,149
12352,19846,1
14519,14358,1
13417,10301,8
10326,14257,156
16236,12369,95
18827,18219,1
14736,16117,300
15891,11163,300
12205,13454,295
12940,17504,300
12652,12868,1
18542,12270,1
19915,15651,156
15270,19915,1
18812,16887,1
19915,13563,300
12205,19915,300
15008,14053,300
12352,11163,1
13636,10568,1
10269,12352,300
18219,15483,300
10916,19273,300
13509,14736,1
15008,11189,300
18542,16339,270
16683,13509,76
17282,12652,300
18812,11200,1
15948,12205,189
11112,12562,300
11209,13165,300
10705,11189,7
12355,12205,300
10916,19502,251
19300,19971,1
10916,15601,1
12352,10177,58
11209,13073,1
12652,19273,300
18812,13694,300
14519,19300,300
19915,15270,1
16325,13088,300
17464,12652,183
15891,19915,1
12352,12746,300
14358,12868,14
12352,10705,110
16325,11455,1
12940,10316,300
16325,19846,276
18799,15008,148
17282,16028,108
18542,15601,300
11112,14278,300
12352,10326,1
12205,11181,1
12205,11261,185
13170,11209,300
11209,12868,1
11200,15724,300
19300,11147,300
16117,18941,300
12652,18411,300
16236,13917,80
13509,10705,300
10705,11022,114
15008,11163,300
12616,13165,1
13694,19273,1
13509,11853,1
19273,12652,1
16236,10301,1
12352,10963,300
10916,16887,300
16236,14053,1
12216,15008,227
13636,11261,1
13840,15241,1
11200,12868,1
18542,10177,289
12940,12746,1
13417,19333,1
18441,14736,13
13460,12868,300
12868,19333,255
11209,13694,300
18812,10963,1
15483,13088,1
17223,12868,300
19915,18542,208
16855,19846,300
16117,13100,139
18812,19134,5
16325,12868,98
19300,13170,300
18827,12868,1
12940,11561,300
19915,10963,267
13694,10963,300
17282,19333,1
10916,16028,123
18941,12868,300
15891,14736,300
11147,10748,1
17282,15264,300
13555,11561,300
18812,16108,1
13636,13460,1
11209,13417,1
15008,11147,1
12352,11853,29
12652,15241,1
15848,16117,300
12868,15724,19
18441,12633,1
12868,13917,1
15264,18827,300
16117,15264,268
17223,13417,183
17282,10657,1
13509,12633,189
12868,15948,63
13665,10044,1
11112,15848,1
12940,12868,300
12652,16117,1
15948,16117,300
12205,12352,291
18827,19915,300
16325,12270,300
15483,11189,300
15270,13417,229
11147,10044,1
15008,12652,155
19915,13460,174
13417,13917,67
16108,15848,1
13563,14519,1
18827,12355,300
18812,15378,1
17522,19143,300
11147,17752,137
12868,15601,1
18441,10657,300
16236,17504,300
11209,14234,300
12352,12633,1
19300,14053,1
17738,14519,300
12205,13917,1
16962,12352,274
10748,15264,300
12205,19273,113
19915,11181,1
12940,11853,243
11022,16117,300
16236,15848,300
12868,11561,156
11181,13417,1
13694,16339,253
13509,14358,300
12652,10955,300
10748,15378,300
14519,12746,300
12205,12746,1
10044,17752,1
14519,13509,1
18448,17752,300
12940,15948,237
13694,12216,229
13555,14234,1
19147,12652,300
15008,10985,1
14519,16683,1
12868,11022,300
14053,16236,279
12205,18219,1
14358,12652,1
19300,11163,300
16117,13460,225
10375,16236,300
13694,11200,1
16236,17282,1
18827,17781,1
13694,13237,300
15270,12205,1
16236,15008,33
15483,16117,1
19300,16108,300
14704,12868,174
12205,10177,300
11209,12652,1
13636,16683,97
11147,13563,1
15483,14358,131
10916,19785,98
10748,11200,1
18542,15848,1
10748,17504,1
10326,12633,1
13694,15264,300
13636,10748,1
10916,14053,1
15008,19971,125
11112,12369,300
15891,19333,205
10568,11147,73
13917,11209,59
18812,16028,300
12352,16962,300
12868,19915,176
15483,15185,1
10916,16962,1
16855,16108,172
14736,11209,300
12652,15264,300
13563,12205,185
11147,18448,300
10705,17282,252
12652,16855,300
12352,10985,1
14519,18542,1
12940,18110,13
13417,19915,300
13582,12940,99
15008,10568,1
13636,19300,66
15483,15378,114
10705,15483,1
14519,15848,1
16236,19239,234
10916,18542,1
16855,15185,300
19915,19300,300
10705,17752,300
17522,15651,1
15483,18219,300
15891,10044,1
18542,19785,216
13509,15241,1
11147,10316,1
15686,14358,1
10044,15651,300
12352,17752,1
13636,17223,41
18812,12369,300
12352,15483,213
16325,18812,1
17282,18827,1
13088,15183,300
18812,16117,1
15008,12562,123
13417,15651,48
19300,10326,300
12652,14704,58
13417,15183,300
15008,18219,50
14234,18827,201
12652,11561,300
17223,12205,57
10748,17464,300
11147,19785,246
19239,13555,1
13636,11022,1
13917,12205,1
14736,14704,1
17282,19500,64
16117,12940,1
10316,15008,300
16325,17781,1
18827,15183,1
11112,15183,1
10748,11209,195
16325,12355,300
15483,14704,1
19273,12868,72
10705,15848,1
18812,10796,1
11112,15651,261
17223,18827,156
10748,13917,1
15686,16855,1
18542,12355,300
11147,11561,300
18441,19915,63
13509,13636,1
11209,19915,300
18827,11209,1
11200,18448,300
10916,16117,300
15241,19300,8
12652,19143,1
18941,12205,167
15077,18827,129
12868,12270,140
16117,13170,300
11261,14519,1
10301,16236,1
12746,12205,1
16117,15891,300
12205,10705,300
11147,16855,137
18448,16855,1
10867,12868,1
19915,19846,300
17282,12940,1
12205,11561,214
10705,16855,1
18448,18827,1
17282,16962,1
17789,16236,300
16236,19915,1
13636,15008,19
14234,10177,172
13694,15185,1
17522,11209,1
18812,10316,300
19300,15183,300
12940,13694,300
19915,19971,169
17282,10705,1
12652,19846,300
15008,12940,165
10916,17522,300
15601,18827,135
13694,19785,224
13417,11189,1
18812,14358,1
12868,13088,49
12652,17752,1
15008,10177,1
11200,13509,42
19915,15008,1
17282,17223,1
18441,16962,300
12205,16117,1
18542,19500,120
10916,10705,209
15008,10316,300
11147,17504,1
15891,15378,300
18827,10269,300
18542,19273,214
16325,13563,1
11200,19273,253
11209,13100,1
13417,10326,254
11209,13170,300
10916,12633,300
13917,12868,1
17282,14736,1
16855,10326,113
16683,15008,1
11147,16962,300
12868,15378,1
15264,12270,1
11112,13563,256
11209,12562,1
17282,14278,300
13555,13665,275
16236,11181,1
12205,11022,196
13489,13417,1
13582,11209,38
12868,17504,158
15185,11466,1
18542,13454,300
12868,13170,1
10916,12216,300
14257,18827,145
18941,10916,1
17282,11853,104
19915,15601,1
12868,15891,13
17282,14519,1
11209,15724,1
18542,10985,1
18441,13665,136
13563,16855,1
11200,13694,1
15483,19143,183
13636,15483,21
18827,12940,300
18827,19147,186
13694,12270,1
16236,11022,1
11147,11466,300
13417,13170,220
12652,11163,1
11200,13582,1
18827,11455,300
10705,16683,1
10705,11181,300
16325,10955,1
13563,12868,300
14053,12652,1
15948,12868,1
12940,15891,136
16962,16117,205
11022,16236,1
12205,19300,300
15008,16855,1
13417,19971,1
14234,11561,1
10044,11561,1
11112,14519,201
10705,18542,1
18812,11466,65
17516,13417,1
15483,19846,1
19915,19239,240
15483,10867,1
11112,17504,1
15378,12868,1
19300,16117,1
10705,15601,30
17282,14704,1
15483,10955,300
10705,15270,1
15483,14278,1
16236,15241,10
18542,10796,1
12616,18827,300
13417,15483,1
12868,19147,188
16236,14519,163
13460,12652,57
11147,15848,300
13417,17464,300
15891,10796,1
17282,13460,101
10916,13088,300
11112,14736,15
16325,10985,202
19300,15948,300
17738,16117,300
12940,13100,1
16236,10963,1
11181,16236,1
11200,12352,300
13555,16683,300
11112,11209,1
11112,16339,300
12940,12369,300
12652,10326,300
13665,11209,170
15008,19143,42
19915,10901,1
18812,10867,77
18812,15183,1
11147,19500,300
18812,12868,300
16325,11163,300
18827,11022,57
13694,14234,300
16325,13073,1
13555,16887,124
17789,13417,160
18542,11853,1
12868,16028,1
16117,15848,21
14234,13563,124
19430,11455,300
12205,15724,1
18542,15008,1
13694,12746,1
